scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels,gt_area_ratio,gt_components,AddTP,AddFP,RemoveTP,RemoveFP,aud_iou,aud_gt_response,aud_nearfp_response,aud_gap,aud_auroc,aud_coverage,aud_precision,aud_area,aud_entropy,ogl_iou,ogl_gt_response,ogl_nearfp_response,ogl_gap,ogl_auroc,ogl_coverage,ogl_precision,ogl_area,ogl_entropy,delta_iou,group,auto_taxonomy,spatial_error,audio_condition,over_diagnosis,size_bin,size_quartile,spatial_error_manual,manual_notes
144k,vggss,647,5j-4OJ7XpDM_000222,black capped chickadee calling,0.0001255417155334,0.0001981239474844,0.000150839347043,6.594191654585302e-05,0.0001635212393011,6.440882862079889e-05,8.876855281414464e-05,0.0001171633266494,7.988604193087667e-05,6.594191654585302e-05,8.395144504902419e-06,0.0001182379055535,8.489743049722165e-05,0.28125,0.0,True,0.4032124578952789,"[4159, 727, 4395, 870]","[""kO8TVRcXI98_000303"", ""6dFyXSkUu14_000000"", ""nRMmafPUAEU_000080"", ""8FB9Cb00yTs_000065""]","[""elk bugling"", ""car passing by"", ""people screaming"", ""mynah bird singing""]",0.108657525510204,1,0,96,7,9021,0.2134853471242752,0.8650672435760498,0.7372347712516785,0.1278324723243713,0.835601806640625,0.9994497299194336,0.2135104423807844,0.5086296237244898,0.9934210900321748,0.3278510753659859,0.8574527502059937,0.7047504782676697,0.1527022719383239,0.83282470703125,0.9981657862663268,0.3280487069745011,0.3306162308673469,0.9910100500205244,0.1143657282417107,A_ogl_help,OVER,,,CALIBRATION_RECOVERABLE,large,Q1,,
144k,vggss,648,5jQIuYPAODg_000030,male singing,0.0003350600018166,0.0001723806926747,3.177624603267759e-05,3.0178875022102147e-05,0.0001031479987432,9.630252316128464e-05,3.500174716464244e-05,3.885754267685115e-05,3.280383680248633e-05,3.0178875022102147e-05,1.92890956896008e-06,0.0001395768485963,1.5973710105754435e-06,0.9375,0.75,False,0.190298780798912,"[3667, 1608, 1569, 2190]","[""dtGl5xh6g0g_000138"", ""GIWJpC_OW1E_000023"", ""FpYuJwh_vo8_000070"", ""Mn8WGSW8jHY_000065""]","[""tractor digging"", ""people burping"", ""chicken crowing"", ""eletric blender running""]",0.1581034757653061,2,392,1808,32,147,0.1415226121878819,0.5369001626968384,0.7411614656448364,-0.204261302947998,0.114837646484375,0.4086726307868957,0.1779656364933853,0.3630620216836734,0.9887420176446928,0.1466075135333143,0.5701423287391663,0.7868006229400635,-0.2166582942008972,0.0884552001953125,0.4540526866912842,0.1779820140330072,0.4033402423469387,0.9889680278639628,0.0050849013454323,B_close,OVER,,,PERSISTENT_OVER,large,Q2,,
144k,vggss,649,5jpljP-cYyA_000410,"subway, metro, underground",3.20419276249595e-05,2.9072227334836495e-05,1.662002432567533e-05,1.152879667642992e-05,2.6705771233537234e-05,1.0372648830525575e-05,1.4834118701401168e-05,1.643460382183548e-05,1.3291499271872452e-05,1.152879667642992e-05,1.30059027014795e-06,1.5780728062964045e-05,5.091227649245411e-06,0.625,0.25,False,0.4571888744831085,"[3979, 1129, 3145, 3063]","[""haVBNvKQsEI_000020"", ""Awtmlyq0MY8_000030"", ""YXqu1CeA2c4_000044"", ""XZhLMTOmM9w_000030""]","[""mynah bird singing"", ""people burping"", ""people giggling"", ""cat meowing""]",0.1689453125,1,0,2329,342,3314,0.2901117798796216,0.8007363080978394,0.7854515314102173,0.015284776687622,0.5216827392578125,0.9950454235076904,0.2905314641959149,0.5786232461734694,0.9927818291585672,0.2881096475614098,0.8339512944221497,0.7990095615386963,0.0349417328834533,0.5755767822265625,0.9547009468078612,0.2921027936187107,0.5521763392857143,0.9910348979276722,-0.0020021323182118,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
144k,vggss,650,5jrESZzRxq4_000017,child singing,0.0001057207700796,8.563906885683537e-05,5.284006692818366e-05,5.284006692818366e-05,0.0001198338140966,4.718322816188447e-05,6.06968387728557e-05,7.937822374515235e-05,5.67497372685466e-05,5.284006692818366e-05,2.4093276351777604e-06,2.888933158828877e-05,0.0,0.375,0.75,False,0.6626617908477783,"[155, 860, 982, 4149]","[""0T966F09Q_8_000000"", ""8BQgOfXaBa4_000125"", ""9ao6stS2toU_000003"", ""kH6fFjIZkB0_000030""]","[""playing oboe"", ""snake rattling"", ""cat caterwauling"", ""reversing beeps""]",0.0490274234693877,1,0,3312,0,177,0.197083800672969,0.8891196846961975,0.7537093758583069,0.1354103088378906,0.7945404052734375,1.0,0.197083800672969,0.2487643494897959,0.9851066454705648,0.1575206505730934,0.9124388694763184,0.7997047901153564,0.1127340793609619,0.7967529296875,1.0,0.1575206505730934,0.3112444196428571,0.9835036030069476,-0.0395631500998756,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,medium,Q1,,
144k,vggss,651,5kzHSZIhArw_000163,"race car, auto racing",8.772000728640705e-05,6.0986702010268345e-05,5.157970372238197e-05,3.2072217436507344e-05,7.18985975254327e-05,2.752211184997577e-05,3.983489659731276e-05,5.334931847755797e-05,3.6129349609836936e-05,3.2072217436507344e-05,2.7279736514174147e-06,2.485735240043141e-05,1.950748628587462e-05,0.6875,1.0,False,0.5924135446548462,"[2294, 3094, 3933, 1360]","[""NwGcF_Ud-ig_000000"", ""XzqUa_35-xs_000002"", ""gykTJfcqaH4_000234"", ""DFf71XYDX3g_000016""]","[""driving motorcycle"", ""pheasant crowing"", ""ice cream truck, ice cream van"", ""chipmunk chirping""]",0.3357780612244898,1,23,10,477,1505,0.6183126716032947,0.7558969259262085,0.7194797992706299,0.0364171266555786,0.6396484375,0.8821818828582764,0.6739672606901556,0.4395129145408163,0.9899748967823244,0.639178458945127,0.7418083548545837,0.6606127023696899,0.0811956524848938,0.72894287109375,0.8552350401878357,0.7167230401910067,0.4006696428571428,0.986112721370613,0.0208657873418323,B_close,GOOD,,,,very_large,Q3,,
144k,vggss,652,5lyszxMsT20_000110,playing harp,1.2270844308659434e-05,0.0001375566062051,9.83925347100012e-05,3.625969839049503e-05,0.0001434987643733,7.713599916314706e-05,4.7234298108378425e-05,9.102205513045192e-05,4.023785368190147e-05,3.625969839049503e-05,4.414604973135283e-06,9.731875616125762e-05,6.213283631950617e-05,0.0,0.0,False,0.2925184965133667,"[1194, 3881, 4230, 1936]","[""BWvKAcOV_co_000030"", ""gPw-sP3px30_000002"", ""lAXpiE0dm_k_000340"", ""JrbVM5zjdug_000030""]","[""playing banjo"", ""wind chime"", ""playing piano"", ""tapping guitar""]",0.157844387755102,2,126,553,247,3119,0.3442674990741231,0.7566335797309875,0.7616528272628784,-0.0050192475318908,0.5263671875,0.8215909004211426,0.372083714547118,0.3485331632653061,0.9874309821466354,0.3909397000306091,0.7332236766815186,0.727178692817688,0.0060449838638305,0.5662078857421875,0.806313157081604,0.4314573339639213,0.2949816645408163,0.984006376617534,0.046672200956486,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
144k,vggss,653,5oPlF8LSdmg_000094,hedge trimmer running,2.767713885987177e-05,3.5449760616756976e-05,1.996768878598232e-05,8.08843378763413e-06,5.294636503094807e-05,2.6083498596563004e-05,2.009599847951904e-05,3.3171207178384066e-05,1.4039413144928403e-05,8.08843378763413e-06,4.541920134215616e-06,2.141034747182857e-05,1.1879254998348188e-05,0.21875,0.5,False,0.3960368931293487,"[4388, 1246, 3591, 3383]","[""nFa1PNr2dLA_000030"", ""C5enZKUmB4k_000030"", ""cqalBFm19UA_000221"", ""aJNiSRqdCco_000011""]","[""helicopter"", ""lawn mowing"", ""tractor digging"", ""people booing""]",0.5119579081632653,1,0,0,4098,5382,0.6926832208293153,0.8005683422088623,0.6966516375541687,0.1039167046546936,0.74859619140625,0.894814670085907,0.7540843776655075,0.6075015943877551,0.993552290506441,0.6793755844903244,0.7023538947105408,0.5875020623207092,0.1148518323898315,0.7201690673828125,0.7352849841117859,0.8993429197219313,0.4185666454081632,0.9898827304316982,-0.0133076363389909,B_close,GOOD,,,,very_large,Q4,,
144k,vggss,654,5ott6Y1gZcY_000218,people cheering,2.6024141334346496e-05,6.023315290804021e-05,2.0826273612328805e-05,1.2211974535603076e-05,4.0541613998357207e-05,2.55631202890072e-05,2.000372660404537e-05,2.5002238544402644e-05,1.6738125850679353e-05,1.2211974535603076e-05,2.890394625865156e-06,4.349502705736086e-05,8.614299076725729e-06,0.28125,0.25,False,0.2778889238834381,"[4362, 377, 2520, 2975]","[""n-tBbgUkFxo_000032"", ""2j4dsRMuj4Y_000079"", ""Qs7BbDiOqZ0_000006"", ""W_Rr3hZw4Yk_000007""]","[""woodpecker pecking tree"", ""bathroom ventilation fan running"", ""donkey, ass braying"", ""chipmunk chirping""]",0.6497927295918368,1,2077,489,841,2274,0.6804817297075213,0.7580484747886658,0.679255485534668,0.0787929892539978,0.73974609375,0.8127837181091309,0.8069673254362192,0.6544762436224489,0.9921522607310104,0.7464341460789063,0.8150274753570557,0.6405938863754272,0.1744335889816284,0.844940185546875,0.8506931662559509,0.8589656240322081,0.6435347576530612,0.9927947817910168,0.065952416371385,transition,GOOD,,,,very_large,Q4,,
144k,vggss,655,5q2l2Meutsc_000214,missile launch,4.285589238861576e-05,5.90485506108962e-05,1.3950570064480416e-05,1.3950570064480416e-05,0.0001022147625917,6.19791098870337e-05,3.890725565725006e-05,5.714914004784077e-05,2.731055792537518e-05,1.3950570064480416e-05,1.0780843695101794e-05,3.173799268552102e-05,0.0,0.125,0.25,False,0.4625102281570434,"[4080, 4741, 3139, 1315]","[""jEU8MG1w6oo_000080"", ""s9d-2nhuJCQ_000030"", ""YTFJUFWcRns_000030"", ""CpoUHOCPaNw_000020""]","[""playing drum kit"", ""playing drum kit"", ""skidding"", ""playing harp""]",0.1911670918367347,1,0,0,526,3145,0.4343858031804563,0.8569363951683044,0.7499912977218628,0.1069450974464416,0.8257598876953125,0.9824854135513306,0.4377758164165931,0.4290298150510204,0.9897193686591732,0.4796765498652291,0.8165544271469116,0.7412620782852173,0.0752923488616943,0.7218017578125,0.9276480674743652,0.4983198924731182,0.3558673469387755,0.9857818565077052,0.0452907466847727,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,large,Q2,,
144k,vggss,656,5qVc9y3TNnY_000030,female singing,6.106011278461665e-05,8.737554890103638e-05,5.31587029399816e-05,4.0142753277905285e-05,8.22538131615147e-05,3.460465813986957e-05,4.204543074592948e-05,5.8306159189669415e-05,4.115330375498161e-05,4.0142753277905285e-05,6.019793659106654e-07,4.6222245146054775e-05,1.301594966207631e-05,0.28125,0.25,False,0.4709933698177337,"[343, 298, 3187, 1753]","[""2Pl5B1Tpn1U_000024"", ""1vy-ZxTMQf4_000377"", ""ZECeW7EAQtM_000010"", ""Hk8N0oXixHU_000270""]","[""electric grinder grinding"", ""people marching"", ""driving buses"", ""car engine starting""]",0.0991908482142857,1,0,745,279,4462,0.1140290707169688,0.7348060607910156,0.9440740346908568,-0.2092679738998413,0.0957489013671875,0.7014265656471252,0.1198462013800679,0.5805365114795918,0.9917974290924138,0.1194140828314372,0.7162604928016663,0.946714460849762,-0.2304539680480957,0.1239776611328125,0.6453686952590942,0.1278001034496478,0.5008968431122449,0.9894399618734792,0.0053850121144684,B_close,OVER,,,PERSISTENT_OVER,medium,Q1,,
144k,vggss,657,5qWSbdY3IvQ_000005,baltimore oriole calling,3.952792758354917e-05,0.0001999757805606,3.888319042744115e-05,1.6877702364581637e-05,0.0001499627687735,9.064702317118643e-05,3.506997381919064e-05,7.89729820098728e-05,2.636951467138715e-05,1.6877702364581637e-05,8.228584192693233e-06,0.0001736062695272,2.2005488062859516e-05,0.15625,0.25,False,0.131863534450531,"[3904, 4983, 858, 4526]","[""gf1y74QzhTI_000030"", ""wmQyktOSKv4_000030"", ""8Aq06SXi6G8_000010"", ""pNin81AXlRY_000005""]","[""dog growling"", ""people whispering"", ""coyote howling"", ""lions growling""]",0.1356026785714285,1,0,995,12,1523,0.4167330189257059,0.8789693117141724,0.7186223268508911,0.1603469848632812,0.877166748046875,1.0,0.4167330189257059,0.3253946109693877,0.9866732090917733,0.4299006266219381,0.8593291640281677,0.6975236535072327,0.161805510520935,0.8524017333984375,0.998236358165741,0.4302274022930259,0.314632493622449,0.9854165394047448,0.0131676076962322,B_close,OVER,,,CALIBRATION_RECOVERABLE,large,Q2,,
144k,vggss,658,5sa8jQUZ1Bg_000035,playing oboe,3.884456600644626e-05,0.0002148358325939,6.659129576291889e-05,8.515865374647547e-06,0.0002989192144013,0.0002337518817512,4.886417445959523e-05,7.619717507623136e-05,2.453912384225987e-05,8.515865374647547e-06,1.4489001841866411e-05,0.0001902967051137,5.8075431297766045e-05,0.09375,0.0,True,0.1142226755619049,"[818, 378, 4801, 3221]","[""7gTiMEazgmE_000030"", ""2kHcvpsu_QY_000030"", ""tRsClUJDxCQ_000029"", ""ZeFA4i5ZaBU_000112""]","[""playing violin, fiddle"", ""playing french horn"", ""playing bugle"", ""playing congas""]",0.0637755102040816,1,0,70,120,4001,0.2206592194180113,0.8996105194091797,0.8247671127319336,0.0748434066772461,0.7237548828125,1.0,0.2206592194180113,0.2890226403061224,0.9862792552163908,0.291363163371488,0.8365782499313354,0.7476882934570312,0.0888899564743042,0.6858367919921875,0.962499976158142,0.2947086403215003,0.2082868303571428,0.9804705722982888,0.0707039439534767,transition,OVER,,,CALIBRATION_RECOVERABLE,medium,Q1,,
144k,vggss,659,5uOe6-ISwyw_000240,people crowd,2.1360674509196546e-05,5.302792487782426e-05,1.6803560356493108e-05,1.5697645721957088e-05,5.080809205537662e-05,2.5409963200218044e-05,1.9557346604415216e-05,2.9160215490264815e-05,1.7229467630386353e-05,1.5697645721957088e-05,1.2162754501332529e-06,3.579845724743791e-05,1.1059146345360205e-06,0.125,0.25,False,0.3249131143093109,"[335, 586, 1210, 2006]","[""2K5Px-N6BEI_000447"", ""53KoRxxr1jc_000030"", ""Bg7_qkxGkAA_000020"", ""KhjtXdPpEHM_000099""]","[""cat hissing"", ""goat bleating"", ""woodpecker pecking tree"", ""dog baying""]",0.3595344387755102,1,4838,1415,276,283,0.1958780201060486,0.5691259503364563,0.8016997575759888,-0.2325738072395324,0.1699066162109375,0.4525498747825622,0.2567053422633085,0.6338289221938775,0.9950265115507316,0.2972600499871528,0.677318274974823,0.774832546710968,-0.097514271736145,0.357025146484375,0.7054323554039001,0.3393871509720778,0.7473094706632653,0.9959594535396712,0.1013820298811042,A_ogl_help,OVER,,,PERSISTENT_OVER,very_large,Q3,,
144k,vggss,660,5uRkBz98fCk_000024,wind chime,3.939402813557536e-05,5.548104672925547e-05,1.5051353329909034e-05,9.733989827509504e-06,0.0001042251824401,0.0001458128681406,1.521988906461047e-05,2.3810905986465517e-05,1.2154514479334466e-05,9.733989827509504e-06,2.4088619738904526e-06,4.33265304309316e-05,5.31736350239953e-06,0.53125,0.5,False,0.2190750688314438,"[3728, 99, 2751, 732]","[""emAtRpVf2_A_000270"", ""-xQbyezhw_k_000040"", ""TsHBKTYuBUM_000062"", ""6gBqjgsHL2k_000030""]","[""vacuum cleaner cleaning floors"", ""hair dryer drying"", ""whale calling"", ""child speech, kid speaking""]",0.2230747767857142,1,127,780,322,1364,0.1238511375621515,0.5557767152786255,,,,0.2937550246715545,0.1763664646247921,0.3715521364795918,0.992650628684301,0.1191264828223694,0.5103256106376648,,,,0.2763334214687347,0.173141513658755,0.3560267857142857,0.9915522983204804,-0.0047246547397821,B_close,MIXED,,,,large,Q2,,
144k,vggss,661,5uUROIui4Z0_000002,"ice cream truck, ice cream van",2.87391449091956e-05,2.828790456987917e-05,1.1534893019415904e-05,8.257941772171762e-06,3.3675460144877434e-05,1.548903492221143e-05,1.681239518802613e-05,2.2064574295654893e-05,1.2656303624680731e-05,8.257941772171762e-06,3.130566938125412e-06,1.5631601854693145e-05,3.276951247244142e-06,0.4375,0.5,False,0.4474104344844818,"[768, 3267, 3157, 265]","[""70SeDyvtqi8_000205"", ""_6uZ1HyHSQY_000110"", ""YjOOi6WAjtI_000023"", ""1_yyvTRVoZQ_000209""]","[""eletric blender running"", ""chainsawing trees"", ""cow lowing"", ""alligators, crocodiles hissing""]",0.5324258609693877,1,214,0,971,3931,0.6289224734656207,0.7427233457565308,0.6999468803405762,0.0427764654159545,0.6661224365234375,0.8162455558776855,0.7326546383093102,0.5931720344387755,0.992638292843873,0.6847207312709411,0.7072912454605103,0.6141917705535889,0.0930994749069213,0.7403106689453125,0.7879093885421753,0.8394416749750748,0.4997409119897959,0.9905731850430818,0.0557982578053204,transition,GOOD,,,,very_large,Q4,,
144k,vggss,662,5wC1sG4US3Y_000205,playing bass drum,0.0001251271896762,7.914208981674165e-05,5.339825293049216e-05,3.247157292207703e-05,7.436316809616983e-05,3.114668288617395e-05,3.8130528992041945e-05,5.035958747612312e-05,3.47050117852632e-05,3.247157292207703e-05,2.254240371257765e-06,4.443707803147845e-05,2.0926680008415133e-05,0.9375,1.0,False,0.4385152161121368,"[710, 3537, 2103, 3987]","[""6RDnl3NFgsY_000054"", ""c5OHWKb2Z8E_000167"", ""Lk19eZ_2ZOE_000030"", ""hizN7823a6c_000030""]","[""male speech, man speaking"", ""car engine starting"", ""people whispering"", ""typing on typewriter""]",0.3886320153061224,1,1880,1002,0,529,0.5603889457523029,0.7493376731872559,0.7095240950584412,0.0398135781288147,0.62042236328125,0.8423076868057251,0.6260720411663808,0.5228595344387755,0.9924611854205856,0.6146123627572776,0.8067173957824707,0.7360925674438477,0.070624828338623,0.7014007568359375,0.9387179613113404,0.6403036238981391,0.5697544642857143,0.9924716708849493,0.0542234170049746,transition,GOOD,,,,very_large,Q3,,
144k,vggss,663,5x2orPz0jq0_000012,playing bugle,6.139996548881754e-05,5.514578515430912e-05,2.93957691610558e-05,2.4134627892635763e-05,6.356184167088941e-05,2.4938801288953986e-05,2.9839535272913054e-05,4.8003301344579086e-05,2.7100271836388856e-05,2.4134627892635763e-05,2.0280078842915827e-06,2.8045513317920268e-05,5.261141268420033e-06,0.5,0.75,False,0.4914296269416809,"[2943, 268, 1445, 3213]","[""WElvc92V5Q4_000617"", ""1cwGW0cBdRs_000030"", ""E3XIdP8kxwg_000110"", ""ZXbnWlzc0ro_000540""]","[""playing bassoon"", ""playing theremin"", ""skateboarding"", ""lawn mowing""]",0.0282804528061224,1,1,1036,0,3073,0.0640759150474469,0.8120602369308472,0.7652837634086609,0.0467764735221862,0.58563232421875,0.9992952942848206,0.0640788106105111,0.4410275829081632,0.9917265861230988,0.0706216095157517,0.8115903735160828,0.7569310069084167,0.054659366607666,0.612823486328125,1.0,0.0706216095157517,0.4004504145408163,0.9900011544998067,0.0065456944683048,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,small,Q1,,
144k,vggss,664,5xVe-bGbbYA_000045,playing erhu,2.7723837774829008e-05,0.0003960953035857,4.514510146691464e-05,2.7534311811905358e-05,0.0005048688617534,0.0002664475759956,8.701483602635562e-05,0.0003307582228444,4.512387386057526e-05,2.7534311811905358e-05,2.046629379037768e-05,0.0003509714151732,1.7610789655009285e-05,0.03125,0.0,True,0.1139217615127563,"[367, 1348, 3235, 4254]","[""2bCuw7U_Rac_000390"", ""D9qpDjafWRM_000030"", ""ZnZtPgz8Sfw_000030"", ""lb_m2AVVb5M_000100""]","[""playing accordion"", ""playing flute"", ""playing zither"", ""playing cello""]",0.0520766900510204,1,0,7639,0,0,0.2723577235772357,0.9090101718902588,0.7696150541305542,0.1393951177597046,0.94158935546875,1.0,0.2723577235772357,0.1912069515306122,0.9912657543699674,0.1516276910578541,0.9409379959106444,0.8305814862251282,0.1103565096855163,0.9736175537109376,1.0,0.1516276910578541,0.3434510522959184,0.9906662325251672,-0.1207300325193816,C_aud_better,OVER,,,PRECISION_COVERAGE_TRADEOFF,medium,Q1,,
144k,vggss,665,5z1rE_l-0Ow_000000,"engine accelerating, revving, vroom",6.809758633607998e-05,4.763700417242944e-05,3.1160459911916405e-05,1.0238635695714038e-05,7.931462459964678e-05,5.455430436995812e-05,2.055634104181081e-05,3.4236974897794425e-05,1.3832584954798222e-05,1.0238635695714038e-05,3.91073945138487e-06,3.380441921763122e-05,2.0921823306707665e-05,0.53125,0.75,False,0.2903747856616974,"[1835, 2825, 1301, 1778]","[""Idf-WCbVe_U_000011"", ""UhEQ1E8XPp4_000017"", ""CguHOT6Ve3E_000020"", ""I0Rj_topRmI_000005""]","[""people booing"", ""chicken clucking"", ""waterfall burbling"", ""telephone bell ringing""]",0.5235770089285714,1,859,468,1071,215,0.5844803854094975,0.6383392214775085,0.5534882545471191,0.0848509669303894,0.6629638671875,0.6465303897857666,0.8589562051178316,0.3940927933673469,0.9911011590133996,0.5722034592160475,0.644070029258728,0.5697848200798035,0.0742852091789245,0.6301116943359375,0.638460636138916,0.8464799394398184,0.3949099170918367,0.987214840599708,-0.01227692619345,B_close,GOOD,,,,very_large,Q4,,
144k,vggss,666,6-RIiM19Be8_000160,"male speech, man speaking",0.000114165013656,0.0001384133211104,4.158346564508975e-05,2.290125303261448e-05,0.0001285102043766,8.90796072781086e-05,4.267998519935645e-05,6.118931923992932e-05,3.6526187614072114e-05,2.290125303261448e-05,7.933776032587048e-06,0.0001018871334963,1.868221261247527e-05,0.53125,0.75,False,0.2638921439647674,"[2519, 898, 1676, 2433]","[""QqyUVqi3fOg_000095"", ""8cPqZBlI6Z4_000008"", ""H3XoJGQoMJI_000040"", ""PlF1Z9YWZck_000075""]","[""train wheels squealing"", ""lip smacking"", ""turkey gobbling"", ""elephant trumpeting""]",0.2227160395408163,2,0,11,3408,4440,0.2941325240263024,0.7141265869140625,0.7142701745033264,-0.0001435875892639,0.4952545166015625,0.8325726985931396,0.3126239037666745,0.593132174744898,0.9949754059261012,0.2167408006469874,0.619781494140625,0.6479688882827759,-0.0281873941421508,0.448822021484375,0.5276062488555908,0.2689290275497172,0.4369419642857143,0.9928913537989386,-0.0773917233793149,transition,OVER,,,PERSISTENT_OVER,large,Q2,,
144k,vggss,667,60AkV1YbZlU_000006,smoke detector beeping,3.362526695127599e-05,4.0226088458439335e-05,2.238844353996683e-05,2.2052277927286923e-05,7.720437133684754e-05,5.047157173976302e-05,2.7997413781122304e-05,4.076288314536214e-05,2.415306880720891e-05,2.2052277927286923e-05,2.33264836424496e-06,1.6073019651230425e-05,3.361656126799062e-07,0.15625,0.5,False,0.6004329323768616,"[640, 858, 4238, 31]","[""5gJ_PWgJWIw_000420"", ""8Aq06SXi6G8_000010"", ""lJSwhBfEdyA_000079"", ""-JGpAlLrSD0_000458""]","[""machine gun shooting"", ""coyote howling"", ""cow lowing"", ""train whistling""]",0.0351363201530612,1,0,2693,0,848,0.0796296296296296,0.756727933883667,0.7102181911468506,0.0465097427368164,0.6939239501953125,1.0,0.0796296296296296,0.4412468112244898,0.9890793147672524,0.0735042735042735,0.9312543869018556,0.8628858327865601,0.0683685541152954,0.8082275390625,1.0,0.0735042735042735,0.4780173788265306,0.9880416062478208,-0.0061253561253561,B_close,OVER,,,PERSISTENT_OVER,medium,Q1,,
144k,vggss,668,61AWnBVuJL0_000040,people sobbing,3.329489481984638e-05,0.0001073038874892,4.417232412379235e-05,2.204366137448233e-05,8.979107951745391e-05,4.624035500455648e-05,3.127816671621986e-05,4.8802015953697264e-05,2.5492176064290103e-05,2.204366137448233e-05,3.671029162433115e-06,8.181171142496169e-05,2.2128662749310024e-05,0.1875,0.0,True,0.2375699281692505,"[3169, 3609, 4969, 1167]","[""Ysjdu0ZZmQE_000100"", ""d7Xf7brOPzw_000149"", ""wVVBhbrnj9s_000040"", ""BGVT6ozn17E_000026""]","[""warbler chirping"", ""cat caterwauling"", ""people sobbing"", ""sea lion barking""]",0.3571428571428571,1,609,5630,820,442,0.3952885593359362,0.701177716255188,0.8249238729476929,-0.1237461566925048,0.3314361572265625,0.6723214387893677,0.4896167757142277,0.490413743622449,0.9936398749734796,0.3318754030336165,0.655160665512085,0.8599466681480408,-0.2047860026359558,0.1939544677734375,0.6605468988418579,0.4001149269875608,0.5896045918367347,0.990733198516062,-0.0634131563023197,transition,OVER,,,PRECISION_COVERAGE_TRADEOFF,very_large,Q3,,
144k,vggss,669,61d0zvVfnVA_000140,tap dancing,5.163151399756316e-06,2.1961284801363945e-05,1.4207563253876287e-05,8.738244105188642e-06,2.769508137134835e-05,1.3892066817788871e-05,1.1351183275110088e-05,1.711972254270222e-05,9.996124390454495e-06,8.738244105188642e-06,1.0368034963903483e-06,1.1965160410909448e-05,5.469319148687646e-06,0.0,0.0,False,0.4551703035831451,"[992, 3241, 1222, 4546]","[""9iVLuQ403ww_000039"", ""ZqFhbOL1WPA_000230"", ""Bpw53tN6h8E_000030"", ""pc-FTQNfxx0_000266""]","[""slot machine"", ""playing bassoon"", ""singing bowl"", ""disc scratching""]",0.0647321428571428,1,0,1239,36,3797,0.1262366596556828,0.8100885152816772,0.7514863014221191,0.0586022138595581,0.6128082275390625,0.9978448152542114,0.1262710873884754,0.5115393813775511,0.9938116074948664,0.1386485551133414,0.8026344776153564,0.7120087146759033,0.0906257629394531,0.677032470703125,0.9867610931396484,0.1389069475144108,0.4598413584183674,0.9920277568558334,0.0124118954576586,B_close,OVER,,,PRECISION_COVERAGE_TRADEOFF,medium,Q1,,
144k,vggss,670,63Qy15I3QGE_000030,cat purring,1.2444926142052282e-05,4.727043778984808e-05,1.9573537429096177e-05,7.521826773881912e-06,4.553170947474428e-05,2.429429696348961e-05,1.939997855515685e-05,2.8207898139953613e-05,1.4553568689734677e-05,7.521826773881912e-06,4.5437354856403545e-06,3.2716867281124e-05,1.2051710655214263e-05,0.03125,0.0,True,0.3078788518905639,"[631, 1933, 2960, 4112]","[""5X7flUpy7Ts_000002"", ""Jp3ggRQzpHM_000072"", ""WMPQ44bukK0_000397"", ""ji4meumtHT4_000030""]","[""cow lowing"", ""train whistling"", ""people slurping"", ""cat hissing""]",0.8000837053571429,1,121,0,987,1398,0.2978522539532688,0.480787843465805,0.720954418182373,-0.240166574716568,0.225677490234375,0.3143604397773742,0.8501178848097002,0.2958585778061224,0.9872107873949958,0.2868788440886459,0.4703076481819153,0.6438500881195068,-0.1735424399375915,0.2548980712890625,0.2927886545658111,0.934265956601224,0.2507374043367347,0.9883210130335148,-0.0109734098646229,B_close,UNDER,,,,very_large,Q4,,
144k,vggss,671,63Wmu5s4e88_000162,tractor digging,3.7337308640417177e-06,2.502926508896053e-05,8.265414180641528e-06,2.3058066744852117e-06,2.1697787815355696e-05,1.1930481377930846e-05,5.182160293770721e-06,1.3182227121433243e-05,3.6362189348437823e-06,2.3058066744852117e-06,1.2711773251794511e-06,2.1393047063611448e-05,5.959607733529992e-06,0.0625,0.0,True,0.1452786922454834,"[4282, 2096, 2584, 1478]","[""m-2-HsrBkak_000030"", ""LhRNnXaSsCk_000030"", ""Rdu3_LWIlgE_000400"", ""EOSB-mXWEHA_000092""]","[""fire truck siren"", ""driving buses"", ""railroad car, train wagon"", ""tractor digging""]",0.7337372448979592,1,4548,628,7,0,0.5901285347043702,0.6873348355293274,0.635074257850647,0.0522605776786804,0.599334716796875,0.6235332489013672,0.9167731629392972,0.4990433673469387,0.9925536161106494,0.6956334750050597,0.7279572486877441,0.6346375942230225,0.0933196544647216,0.7021331787109375,0.7468763589859009,0.9102254295077626,0.6020607461734694,0.9932764082465836,0.1055049403006894,A_ogl_help,GOOD,,,,very_large,Q4,,
