scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels
144k,vggss,216,15Mw2jyyHk0_000030,playing bass guitar,3.5181132261641324e-05,3.663394818431698e-05,2.591081465652678e-05,1.1895649549842346e-05,3.408172051422298e-05,1.4882144569128286e-05,1.8022643416770734e-05,2.3087990484782495e-05,1.4602467672375496e-05,1.1895649549842346e-05,2.0860732092842227e-06,2.203147960244678e-05,1.4015165106684435e-05,0.65625,0.5,False,0.3986048102378845,"[2766, 1258, 3001, 2898]","[""U3Zom0wPRg0_000030"", ""CF7-FnDkLwU_000030"", ""WohJxQ1ll6w_000052"", ""VeUQBYHtFB8_000365""]","[""playing electronic organ"", ""playing hammond organ"", ""playing tambourine"", ""playing mandolin""]"
144k,vggss,217,15pi8h_bHQE_000173,cow lowing,2.949997542600613e-05,9.401266288477927e-05,5.3600397222908214e-05,1.8543430996942334e-05,7.637088128831238e-05,3.813157672993839e-05,3.2409145205747336e-05,4.725741018773988e-05,2.6874564355239272e-05,1.8543430996942334e-05,5.095425876788795e-06,6.713809852954e-05,3.5056968044955283e-05,0.09375,0.0,True,0.2858611047267914,"[452, 2272, 4150, 1863]","[""3T7FYQRx0YM_000033"", ""Ng1LL3S02kI_000048"", ""kHNWRR0hJ08_000022"", ""IwqNzs5BSvs_000046""]","[""donkey, ass braying"", ""black capped chickadee calling"", ""chainsawing trees"", ""fox barking""]"
144k,vggss,218,169a2JSphHA_000269,playing double bass,7.174570782808587e-05,0.00020526071602944285,0.00011997291585430503,8.386463741771877e-05,0.00022783437452744693,7.915917376521975e-05,0.00012286595301702619,0.00016646122094243765,0.00010103422391694039,8.386463741771877e-05,1.6244834114331752e-05,0.00010422649211250246,3.610827843658626e-05,0.0,0.0,False,0.492223858833313,"[4288, 5116, 3521, 28]","[""m4Dj_vTsAt0_000022"", ""zD9Kgrva0RU_000013"", ""bwvpRZ11cYk_000105"", ""-HMEhGV38GM_000216""]","[""disc scratching"", ""tapping guitar"", ""cow lowing"", ""playing congas""]"
144k,vggss,219,16CvcIXIjzQ_000332,chinchilla barking,1.4794274648011196e-05,3.124888826278038e-05,2.127489096892532e-05,9.308219887316227e-06,3.1234325433615595e-05,1.2183959370304365e-05,1.6446409063064493e-05,2.4444114387733862e-05,1.3344633771339431e-05,9.308219887316227e-06,2.5431170342926634e-06,1.7904254491440952e-05,1.1966671081609093e-05,0.0625,0.0,True,0.42704346776008606,"[3976, 4661, 4694, 4976]","[""h_m8EqsraXs_000206"", ""r4BoQxrLtic_000030"", ""rYmiCpCbsm0_000020"", ""wgT4rbZ5kvc_000022""]","[""lions growling"", ""crow cawing"", ""bird squawking"", ""people burping""]"
144k,vggss,220,17K-oEuH1p0_000020,playing bugle,2.6883697501034476e-05,9.406593744643033e-05,1.7194806787301786e-05,1.7194806787301786e-05,6.693487375741825e-05,3.810564157902263e-05,2.6422827431815676e-05,3.287962681497447e-05,2.3494623746955767e-05,1.7194806787301786e-05,3.6724293295264943e-06,7.057131733745337e-05,0.0,0.15625,0.25,False,0.24976760149002075,"[39, 4950, 3827, 1037]","[""-N00SskHxS4_000529"", ""vzY4mHyr-F8_000214"", ""frCqvzJkCUQ_000053"", ""AA_XVhso6IU_000244""]","[""playing bugle"", ""people humming"", ""playing tambourine"", ""playing violin, fiddle""]"
144k,vggss,221,17WW_p1N7BQ_000030,cat meowing,3.804178777500056e-05,2.4191402189899236e-05,1.4094272046349943e-05,9.178887012240011e-06,3.2008632842916995e-05,1.6171663446584716e-05,1.4393674973689485e-05,2.1616877347696573e-05,1.2019107089145109e-05,9.178887012240011e-06,2.1099635887367185e-06,1.2172295100754127e-05,4.9153850341099314e-06,0.71875,1.0,False,0.49683383107185364,"[718, 1344, 3312, 3758]","[""6ZAzQ_xUCUo_000145"", ""D668Jl6zuAk_000190"", ""_bAVmK7n0fs_000130"", ""f1mXMVWFLiA_000183""]","[""people eating noodle"", ""child speech, kid speaking"", ""male speech, man speaking"", ""people eating apple""]"
144k,vggss,222,17yDXvJTdeo_000603,people slurping,7.17418733984232e-05,0.00010921208740910515,8.382044325117022e-05,6.877517444081604e-05,0.00012995756696909666,3.0103657991276123e-05,9.522780601400882e-05,0.00010813823610078543,8.232688560383394e-05,6.877517444081604e-05,9.387508725922089e-06,2.6885201805271208e-05,1.5045268810354173e-05,0.03125,0.0,True,0.7538257837295532,"[2960, 1854, 1705, 664]","[""WMPQ44bukK0_000397"", ""ImhA1R3CLI4_000480"", ""HLxIwN7KAks_000020"", ""5xVe-bGbbYA_000045""]","[""people slurping"", ""people slurping"", ""people sneezing"", ""playing erhu""]"
144k,vggss,223,18212B4yfLg_000080,lighting firecrackers,2.4070504878181964e-05,1.6755620890762657e-05,4.980940502719022e-06,2.816537971739308e-06,1.2647215953620616e-05,1.063868694473058e-05,3.4629867968760664e-06,4.480027200770564e-06,3.1032664082886185e-06,2.816537971739308e-06,2.072164875244198e-07,1.3652354027726687e-05,2.1644025309797144e-06,0.84375,0.75,False,0.18520748615264893,"[3745, 1270, 2405, 323]","[""etmmUjsRNRs_000030"", ""CPvs0cy_RR4_000034"", ""PRriMdEO23I_000179"", ""2ASyuuVhr6M_000052""]","[""playing acoustic guitar"", ""cuckoo bird calling"", ""playing shofar"", ""cat hissing""]"
144k,vggss,224,18r-Vtspi8g_000030,splashing water,3.1791525543667376e-05,3.353010833961889e-05,2.1743535398854874e-05,1.5864765373407863e-05,3.93204900319688e-05,1.8519736840971746e-05,2.174708242819179e-05,2.6950257961289026e-05,1.9930763301090337e-05,1.5864765373407863e-05,2.4020498585741734e-06,1.3599345038528554e-05,5.878770025447011e-06,0.4375,0.25,False,0.5944139361381531,"[265, 3677, 767, 870]","[""1_yyvTRVoZQ_000209"", ""e2yjPsXo4_M_000016"", ""70CtvdsGQf4_000002"", ""8FB9Cb00yTs_000065""]","[""alligators, crocodiles hissing"", ""crow cawing"", ""cat caterwauling"", ""mynah bird singing""]"
144k,vggss,225,190Zx0wVrhQ_000003,cat hissing,4.838444147026166e-05,4.87423239974305e-05,2.320190287719015e-05,1.4245030797610525e-05,6.204177043400705e-05,3.851356086670421e-05,2.3323216737480834e-05,3.449771975283511e-05,1.977699139388278e-05,1.4245030797610525e-05,3.507429028104525e-06,2.8965332603547722e-05,8.956872079579625e-06,0.4375,0.75,False,0.4057457745075226,"[2376, 4748, 1717, 351]","[""P4x12uMeVVc_000086"", ""sI5ZziqZ9jI_000030"", ""HPfBYRU8tVM_000030"", ""2U5f3uTl7qg_000167""]","[""tap dancing"", ""playing trombone"", ""female speech, woman speaking"", ""playing tambourine""]"
144k,vggss,226,19r6_MQei4M_000119,dinosaurs bellowing,2.759125709417276e-05,2.5523360818624496e-05,1.9026807422051206e-05,1.1075750990130473e-05,2.6007222913904116e-05,7.72233306634007e-06,1.7009606381179765e-05,1.965174851648044e-05,1.4261720025388058e-05,1.1075750990130473e-05,2.3144261831475887e-06,1.1261640793236438e-05,7.951056431920733e-06,0.625,0.75,False,0.5587712526321411,"[2015, 1810, 2994, 2957]","[""Kp3-Drt61_M_000046"", ""IMKIBJD-JSM_000013"", ""Wh_g-Eiw9Kc_000010"", ""WLEZDT_vGuM_000016""]","[""people giggling"", ""disc scratching"", ""child singing"", ""air conditioning noise""]"
144k,vggss,227,1ACn3u5UnBw_000030,male singing,2.2869086024002172e-05,2.7731273803510703e-05,2.0803177903871983e-05,8.138386874634307e-06,2.5997389457188547e-05,9.37734694161918e-06,1.3487277101376094e-05,1.992215220525395e-05,1.1281708793831058e-05,8.138386874634307e-06,1.966064473890583e-06,1.6449565009679645e-05,1.2664791029237676e-05,0.3125,0.25,False,0.4068225920200348,"[3010, 3278, 1454, 1586]","[""WsKJwVVs-MY_000000"", ""_BoK6vI1wWA_000035"", ""E7n4klULtxI_000530"", ""G-tO6Sqyiu4_000030""]","[""car engine starting"", ""air horn"", ""skidding"", ""chicken clucking""]"
144k,vggss,228,1CZ-bybGzu4_000030,people crowd,2.511540151317604e-05,3.051869498449378e-05,1.2656018043344375e-05,6.835439307906199e-06,2.4996286811074242e-05,1.2997108569834381e-05,1.2908072676509619e-05,1.7232658137800172e-05,9.87443399935728e-06,6.835439307906199e-06,2.225077878392767e-06,2.0644260075641796e-05,5.8205787354381755e-06,0.625,0.5,False,0.3235536217689514,"[698, 1599, 4521, 1019]","[""6HQqly6duac_000199"", ""GBifExKnaWI_000001"", ""pK5UyBgIZQU_000071"", ""A0dHhG6Y8C0_000030""]","[""playing guiro"", ""opening or closing car electric windows"", ""playing tambourine"", ""electric shaver, electric razor shaving""]"
144k,vggss,229,1D6UsaTflJ8_000060,bird wings flapping,5.754085213993676e-05,3.4810662327799946e-05,2.4876542738638818e-05,6.41310498394887e-06,3.283598925918341e-05,1.9490431441226974e-05,1.2156195225543343e-05,1.9056144083151594e-05,9.12397081265226e-06,6.41310498394887e-06,2.494213504178333e-06,2.5686691515147686e-05,1.8463437299942598e-05,0.90625,1.0,False,0.26210275292396545,"[4259, 4465, 4701, 1800]","[""liZ8HrN_mKQ_000190"", ""oPBrZeFpToY_000090"", ""rdVo1ikBoJA_000000"", ""II0KddTM6H0_000105""]","[""dog bow-wow"", ""baby laughter"", ""people sobbing"", ""turkey gobbling""]"
144k,vggss,230,1ETrMAVZdY8_000030,"bird chirping, tweeting",3.5471901355776936e-05,6.689561269013211e-05,4.008502219221555e-05,2.2782807718613185e-05,7.083645323291421e-05,3.133558857371099e-05,3.353336069267243e-05,4.6007113269297406e-05,2.8031372494297102e-05,2.2782807718613185e-05,5.135428182256874e-06,3.886424019583501e-05,1.7302214473602362e-05,0.15625,0.0,True,0.41903156042099,"[4556, 1519, 3873, 4294]","[""pjuHVmcoVFc_000036"", ""F-mbfDB9bN4_000020"", ""gLifHKl6khE_000034"", ""mC87qMYLJX4_000057""]","[""playing oboe"", ""toilet flushing"", ""wood thrush calling"", ""yodelling""]"
144k,vggss,231,1ErGsKIlhAI_000051,people humming,7.190914766397327e-05,0.00027068302733823657,4.899362465948798e-05,1.9445387806626968e-05,0.00047613473725505173,0.00026943327975459397,0.00010675722296582535,0.00021262833615764976,5.3983421821612865e-05,1.9445387806626968e-05,3.074971755268052e-05,0.00021669961279258132,2.954823685286101e-05,0.09375,0.25,False,0.1994340866804123,"[3485, 1730, 3027, 852]","[""baayJxbQepY_000188"", ""HYQ8F3qtKEA_000083"", ""XA9I4QiBuWQ_000082"", ""86roBf8WIso_000020""]","[""playing timbales"", ""playing erhu"", ""playing double bass"", ""playing oboe""]"
144k,vggss,232,1F3_bvIT0ig_000000,car passing by,2.7625441362033598e-05,6.033984391251579e-05,1.3131021660228726e-05,1.2712467650999315e-05,4.0155038732336834e-05,2.9138940590200946e-05,1.424490983481519e-05,1.9629442249424756e-05,1.3418397429632023e-05,1.2712467650999315e-05,5.597827339443029e-07,4.6921446482883766e-05,4.1855400922941044e-07,0.5,0.25,False,0.2223803848028183,"[964, 2128, 758, 2444]","[""9RNNZ3e-9IA_000028"", ""M7rGKqfZh6k_000030"", ""6wg3GJZk7Q0_000001"", ""PwC9_vE_rqk_000120""]","[""dog barking"", ""machine gun shooting"", ""cat caterwauling"", ""dog growling""]"
144k,vggss,233,1F9zCsJyw6k_000230,police car (siren),1.0428349924040958e-05,5.024301208322868e-05,7.263024599524215e-06,7.263024599524215e-06,4.5102613512426615e-05,3.4522807254688814e-05,1.1170975085406099e-05,2.0303281417000107e-05,9.327193765784614e-06,7.263024599524215e-06,1.4897605069563724e-06,4.091581649845466e-05,0.0,0.09375,0.25,False,0.18564161658287048,"[4089, 207, 3894, 3770]","[""jQEi2K1fvRI_000263"", ""10hGfv89L3g_000030"", ""g_DBLppDZAs_000030"", ""fESL2PLuIwA_000140""]","[""black capped chickadee calling"", ""car passing by"", ""police car (siren)"", ""ocean burbling""]"
144k,vggss,234,1FWUnWVX5Xk_000159,baltimore oriole calling,0.00010357483552070335,0.00016805875930003822,0.00011282262130407616,3.9622740587219596e-05,0.0001324054173892364,7.72883795434609e-05,6.312812911346555e-05,8.213776163756847e-05,4.8045418225228786e-05,3.9622740587219596e-05,8.984540727396961e-06,0.00012001334107480943,7.319988071685657e-05,0.4375,0.0,True,0.28588464856147766,"[3968, 4240, 1319, 4190]","[""hTxXqAik2UU_000003"", ""lLdaRlWf2GU_000040"", ""CqmuLdNiEjE_000077"", ""knzA9iuVOdw_000010""]","[""coyote howling"", ""turkey gobbling"", ""dog growling"", ""lawn mowing""]"
144k,vggss,235,1FnA3w94zXI_000030,tapping guitar,4.374542913865298e-05,6.627190305152908e-05,1.8478409401723184e-05,1.8478409401723184e-05,7.011391426203772e-05,3.14398821501527e-05,2.446862345095724e-05,4.213056672597304e-05,2.1776269932161085e-05,1.8478409401723184e-05,2.2198480564838974e-06,4.449563130037859e-05,0.0,0.28125,0.25,False,0.3285897672176361,"[522, 3422, 910, 3833]","[""4L9KyVVsQOc_000030"", ""ai3XR_nPrpI_000101"", ""8oEdgb8iXYA_000001"", ""fw3aeZ0BieE_000010""]","[""tapping guitar"", ""playing erhu"", ""driving buses"", ""playing djembe""]"
144k,vggss,236,1GDAnA4hAqQ_000105,airplane,8.476542461721692e-06,2.4351040337933227e-05,1.292364231630927e-05,6.109465175541118e-06,2.029653660429176e-05,1.1389872270228807e-05,9.662304364610463e-06,1.0883079085033387e-05,8.649176379549317e-06,6.109465175541118e-06,1.467242896069365e-06,1.570186395838391e-05,6.814177140768152e-06,0.03125,0.0,True,0.35518714785575867,"[5054, 2732, 174, 4745]","[""y0d6Crj5U8g_000069"", ""Ta3F2prvIZY_000091"", ""0g_-KI5NZ-E_000030"", ""sFhwuCH4-J8_000200""]","[""driving snowmobile"", ""slot machine"", ""people whistling"", ""tap dancing""]"
144k,vggss,237,1HUCwslugK8_000283,playing glockenspiel,2.4115488486131653e-05,0.0005172475939616561,0.00011480225657578558,2.2045423975214362e-05,0.0005249005043879151,0.0003136247687507421,0.00011639560398180038,0.00027400083490647376,7.572870526928455e-05,2.2045423975214362e-05,3.472939715720713e-05,0.0004415189032442868,9.275683260057122e-05,0.03125,0.0,True,0.14640706777572632,"[1742, 3113, 4027, 2002]","[""HgJaV3YXwnM_000030"", ""Y8b7Thr-UyQ_000040"", ""iTCfi5_b4Ow_000035"", ""KdioKgAO4cQ_000059""]","[""playing harp"", ""disc scratching"", ""playing erhu"", ""playing timbales""]"
144k,vggss,238,1Isq_KJHriU_000016,dog baying,9.28032022784464e-05,5.8328376326244324e-05,3.7727349990746006e-05,1.3708996448258404e-05,6.187527469592169e-05,3.3710282878018916e-05,2.324602428416256e-05,4.310629810788669e-05,1.9805298506980762e-05,1.3708996448258404e-05,3.691379561132635e-06,3.852307781926356e-05,2.4018354451982304e-05,0.84375,1.0,False,0.339548259973526,"[4907, 4050, 3425, 858]","[""v9A68q_iQqo_000020"", ""ioTmuyoOeV8_000018"", ""al7bGtNVe4E_000161"", ""8Aq06SXi6G8_000010""]","[""skidding"", ""squishing water"", ""barn swallow calling"", ""coyote howling""]"
144k,vggss,239,1JY4rwQZn3s_000011,"donkey, ass braying",3.455156183918007e-05,4.365350469015539e-05,2.3073946067597717e-05,1.1455620551714674e-05,3.7067788070999086e-05,1.572019755258225e-05,2.0403134840307757e-05,2.4972119717858732e-05,1.6243815480265766e-05,1.1455620551714674e-05,3.709217708092183e-06,2.740968920988962e-05,1.1618325515883043e-05,0.53125,0.25,False,0.37210792303085327,"[2674, 4282, 1748, 3911]","[""Slcg717UTrM_000004"", ""m-2-HsrBkak_000030"", ""HiM0cqYAV7Q_000020"", ""ghRyW0bkt8c_000105""]","[""cat growling"", ""fire truck siren"", ""lions roaring"", ""smoke detector beeping""]"
144k,vggss,240,1JsIcP2nXMw_000108,fox barking,3.467137139523402e-05,4.970560985384509e-05,3.176179961883463e-05,2.0530293113552034e-05,5.4438762163044885e-05,3.085548814851791e-05,2.8670621759374626e-05,3.412125079194084e-05,2.509018304408528e-05,2.0530293113552034e-05,2.8989043130422942e-06,2.461542680975981e-05,1.1231506505282596e-05,0.3125,0.25,False,0.5047757029533386,"[4235, 1715, 3718, 697]","[""lGZKkiZEDBY_000003"", ""HOqx0IZGgBk_000286"", ""eeZ8P9lmQ6U_000048"", ""6HA2HwIJ2Mw_000006""]","[""alligators, crocodiles hissing"", ""train whistling"", ""magpie calling"", ""sheep bleating""]"
144k,vggss,241,1MTKUN3uFrs_000440,fireworks banging,4.2905667214654386e-05,2.8608763386728242e-05,1.6595166016486473e-05,9.495060112385545e-06,2.766147008514963e-05,1.301451356994221e-05,1.3398436749412213e-05,1.7628330169827677e-05,1.1870220987475477e-05,9.495060112385545e-06,1.4398742678167764e-06,1.6738542399252765e-05,7.1001059041009285e-06,0.84375,0.75,False,0.4149155616760254,"[2638, 1111, 3135, 263]","[""SIZ5WUVzAMk_000216"", ""Amd-OLa3tMI_000030"", ""YPuFEZZxSdg_000233"", ""1_xoCNmTn3Y_000012""]","[""driving snowmobile"", ""subway, metro, underground"", ""playing tympani"", ""coyote howling""]"
144k,vggss,242,1MaEJRh2oGY_000034,cheetah chirrup,4.3225572881055996e-05,5.422718095360324e-05,4.124464976484887e-05,1.7721822587191127e-05,5.435302955447696e-05,2.718592804740183e-05,2.1164638383197598e-05,3.6557572457240894e-05,1.9310529751237482e-05,1.7721822587191127e-05,1.0006407364926417e-06,3.4916651202365756e-05,2.3522827177657746e-05,0.40625,0.25,False,0.3561042547225952,"[1516, 3832, 104, 4698]","[""EzCuOP46kpM_000210"", ""fvOZ_L5EY0k_000030"", ""-zSyfcXmHdk_001083"", ""raIIQCRNwu0_000080""]","[""playing harp"", ""playing hammond organ"", ""ice cream truck, ice cream van"", ""playing accordion""]"
144k,vggss,243,1MaEJRh2oGY_000089,cheetah chirrup,9.129026148002595e-05,9.398764814250171e-05,4.2447401938261464e-05,4.2447401938261464e-05,0.00010377403668826446,4.011684359284118e-05,5.4699150496162474e-05,6.968779052840546e-05,4.64408949483186e-05,4.2447401938261464e-05,4.768390681419987e-06,4.754675319418311e-05,0.0,0.4375,0.5,False,0.49411699175834656,"[918, 2180, 3726, 3738]","[""8xU2s6Y-_a0_000030"", ""MbPDtTzoOj4_000040"", ""em7akjDUsWk_000030"", ""eoalVl5ikL4_000030""]","[""playing electronic organ"", ""playing harp"", ""playing acoustic guitar"", ""playing mandolin""]"
144k,vggss,244,1OFDyTzUj24_000030,"male speech, man speaking",1.2659450476348866e-05,3.405020834179595e-05,2.7494981623021886e-05,1.1011165952368174e-05,2.5195928174071014e-05,9.732250873639714e-06,1.4092053788772319e-05,1.7585849491297267e-05,1.3043705621385016e-05,1.1011165952368174e-05,1.1916188213945134e-06,2.1006502720410936e-05,1.6483816580148414e-05,0.03125,0.0,True,0.38307270407676697,"[2942, 4435, 2654, 3387]","[""WEHe6W_D4lo_000041"", ""nzrNxN3vG1w_000030"", ""SVvXfuS5eyY_000028"", ""aLL-B4ul-Dg_000620""]","[""pigeon, dove cooing"", ""female singing"", ""people cheering"", ""people eating noodle""]"
144k,vggss,245,1P9yEzO1Bic_000025,playing erhu,3.9439648389816284e-05,9.557712473906577e-05,1.094961589842569e-05,1.0695674063754268e-05,0.00020062086696270853,0.00017218050197698176,1.3731338185607456e-05,3.626552643254399e-05,1.1716141671058722e-05,1.0695674063754268e-05,9.181284781334398e-07,8.386098488699645e-05,2.5394183467142284e-07,0.28125,0.25,False,0.12258311361074448,"[1623, 3946, 2810, 1455]","[""GVj556hlo5A_000045"", ""hBQFoDI3NMI_000030"", ""UX7R8WWJLoI_000160"", ""E7q_QwLYI8U_000210""]","[""playing erhu"", ""tapping guitar"", ""playing harp"", ""playing acoustic guitar""]"
144k,vggss,246,1PN-bfs2EhY_000030,child singing,4.306746268412098e-05,2.7924405003432184e-05,1.7602355001145042e-05,7.263511633937014e-06,3.774988726945594e-05,2.3386535758618265e-05,1.758233156579081e-05,1.9854476704495028e-05,1.1622235433605965e-05,7.263511633937014e-06,3.9200313040055335e-06,1.6302168660331517e-05,1.0338842912460677e-05,0.6875,0.75,False,0.41620349884033203,"[2046, 2163, 757, 3972]","[""L3wNweyCqdY_000394"", ""MQ6ckvo-f2k_000050"", ""6wRJg4fbELE_000196"", ""hYk2rw9wcXc_000070""]","[""smoke detector beeping"", ""lighting firecrackers"", ""bull bellowing"", ""male speech, man speaking""]"
144k,vggss,247,1Qvce8w_Vds_000011,people nose blowing,1.750406408973504e-05,5.692755803465843e-05,4.514826650847681e-05,1.7385875253239647e-05,6.295973435044289e-05,3.152405406581238e-05,3.012132947333157e-05,3.654057945823297e-05,2.5174917027470656e-05,1.7385875253239647e-05,4.905846253677737e-06,3.175264282617718e-05,2.7762391255237162e-05,0.03125,0.0,True,0.44222724437713623,"[523, 1550, 2999, 2067]","[""4LnCvnu9QOo_000010"", ""FTOafffuu5U_000150"", ""WmxNXcXMcdw_000113"", ""LEZFcGFwJlc_000030""]","[""people hiccup"", ""people babbling"", ""playing congas"", ""male speech, man speaking""]"
144k,vggss,248,1RhYdQnZ_hw_000030,female singing,1.602913653186988e-05,2.208955083915498e-05,8.861096830514725e-06,8.672859621583484e-06,2.5088020265684463e-05,1.502313170931302e-05,1.2024559509882238e-05,1.4054667190066539e-05,1.0241334166494198e-05,8.672859621583484e-06,1.4883527228448656e-06,1.1848216672660783e-05,1.8823720893124118e-07,0.3125,0.25,False,0.46362799406051636,"[5149, 1679, 1380, 4639]","[""zt-j0_ZVzxg_000480"", ""H5rRqioLDxY_000030"", ""DRSs6q_sTr4_000000"", ""qkmZcE3ECqk_000066""]","[""telephone bell ringing"", ""baby laughter"", ""bird squawking"", ""black capped chickadee calling""]"
144k,vggss,249,1SJFTbu1abo_000042,canary calling,6.2864410210750066e-06,2.4752356694079936e-05,1.8297705537406728e-05,8.334216545335948e-06,3.805729284067638e-05,2.582373963377904e-05,1.0694314369175117e-05,1.8595459550851956e-05,9.798415703698993e-06,8.334216545335948e-06,9.682757990958635e-07,1.4953940990380943e-05,9.96348899207078e-06,0.0,0.0,False,0.39585790038108826,"[2760, 2947, 15, 1219]","[""U-hpbrpact0_000112"", ""WFgIargH3-4_000039"", ""-86gl1hp1Aw_000105"", ""Bk34jgx0Vo4_000356""]","[""bathroom ventilation fan running"", ""dog baying"", ""parrot talking"", ""wood thrush calling""]"
144k,vggss,250,1TAOyk0Xgss_000370,vacuum cleaner cleaning floors,3.757793456315994e-05,2.4660284907440655e-05,1.051022900355747e-05,5.023352514399448e-06,2.51216915785335e-05,1.860469092207495e-05,7.185602044046391e-06,1.018080729409121e-05,6.100251084717456e-06,5.023352514399448e-06,8.105799906843458e-07,1.8560032913228497e-05,5.486876489158021e-06,0.75,0.75,False,0.24737147986888885,"[4958, 1119, 44, 2437]","[""wDg2v3NuCoQ_000075"", ""Ar5r0pzgaRU_000030"", ""-PvlrLjIAYo_000009"", ""PskdIQWvg3c_000021""]","[""hedge trimmer running"", ""cat purring"", ""parrot talking"", ""telephone bell ringing""]"
144k,vggss,251,1TJrceFMGrU_000114,tractor digging,2.3129901819629595e-05,2.7791884349426255e-05,1.9366118067409843e-05,1.9003369743586518e-05,4.528467979980633e-05,1.9634606360341422e-05,2.3000629880698398e-05,3.058026049984619e-05,2.0850091459578834e-05,1.9003369743586518e-05,1.6827588069645572e-06,6.94179288984742e-06,3.6274832382332534e-07,0.125,0.25,False,0.7502223253250122,"[3552, 3023, 2588, 1834]","[""cK9JgR-LGfU_000046"", ""X76DCP7SCR0_000150"", ""RgyqhpOJFM4_000030"", ""IckvLvmXEBk_000330""]","[""alligators, crocodiles hissing"", ""helicopter"", ""playing cello"", ""motorboat, speedboat acceleration""]"
144k,vggss,252,1Tg9VvRZN5k_000030,"subway, metro, underground",1.587449514772743e-05,6.718964868923649e-05,3.2048086723079905e-05,3.2048086723079905e-05,7.33768247300759e-05,3.483296313788742e-05,3.977874803240411e-05,4.488812919589691e-05,3.577948882593773e-05,3.2048086723079905e-05,3.174379344272893e-06,3.141015986329876e-05,0.0,0.0,0.0,False,0.5325148701667786,"[1180, 3294, 539, 1655]","[""BQsQzaDrHKY_000210"", ""_R9Ma9rjEWg_000030"", ""4WsPXawPBF8_000005"", ""Gr-aT8sYNN8_000030""]","[""alligators, crocodiles hissing"", ""playing ukulele"", ""playing drum kit"", ""vacuum cleaner cleaning floors""]"
144k,vggss,253,1Thl21awe2g_000020,car engine knocking,1.554859227326233e-05,1.585405334481038e-05,1.0672615644580219e-05,6.777838279958814e-06,2.713028334255796e-05,2.213793050032109e-05,9.893449714581948e-06,1.2987497939320747e-05,8.496664122503716e-06,6.777838279958814e-06,1.2100864523745258e-06,7.357389222306665e-06,3.8947773646214046e-06,0.34375,0.5,False,0.5359300971031189,"[3557, 1101, 4727, 3054]","[""cQjxonV53eo_000022"", ""Ah-IBgwj2lg_000030"", ""rwmtZb4cEiY_000031"", ""XUCh79kkapE_000049""]","[""coyote howling"", ""owl hooting"", ""sea lion barking"", ""penguins braying""]"
144k,vggss,254,1U8Y6VifI-M_000050,people sneezing,1.4551486856362317e-05,1.55764846567763e-05,1.2131070434406865e-05,1.2131070434406865e-05,2.695019793463871e-05,1.3856553778168745e-05,1.509813046141062e-05,1.712588345981203e-05,1.350219281448517e-05,1.2131070434406865e-05,1.1406245903344825e-06,2.0742918422911316e-06,0.0,0.09375,0.5,False,0.8668318390846252,"[1596, 722, 3751, 4198]","[""G8VETC-kEio_000049"", ""6a5b72cfSbk_000039"", ""ez50pKMB62U_000064"", ""ksk9rjj5WB0_000030""]","[""bathroom ventilation fan running"", ""pigeon, dove cooing"", ""lip smacking"", ""people shuffling""]"
144k,vggss,255,1UXkMZNI5o4_000373,wood thrush calling,2.023751767410431e-05,1.4303654097602703e-05,8.203930519812275e-06,4.155702754360391e-06,2.648424924700521e-05,1.6097790648927912e-05,9.81676930678077e-06,1.4928708878869656e-05,7.857956006773748e-06,4.155702754360391e-06,2.2104743493400747e-06,6.445698090828955e-06,4.048227765451884e-06,0.53125,1.0,False,0.5493670105934143,"[3580, 2444, 2129, 706]","[""chP180PR-9g_000041"", ""PwC9_vE_rqk_000120"", ""M83C5w1YAdc_000010"", ""6OgSNQOTw2U_000060""]","[""cat growling"", ""dog growling"", ""people whistling"", ""railroad car, train wagon""]"
144k,vggss,256,1V-_jMSJR6A_000024,playing trumpet,2.561716792115476e-05,8.456169598503038e-05,3.269902299507521e-05,1.882766628114041e-05,0.00012998594320379198,6.731065514031798e-05,3.3911430364241824e-05,7.175646896939725e-05,2.7377733204048127e-05,1.882766628114041e-05,5.261891601548996e-06,5.7183962780982256e-05,1.3871356713934802e-05,0.03125,0.0,True,0.323760449886322,"[2504, 2968, 4738, 2900]","[""Qe71m678qEU_000030"", ""WUJXiIqMhCs_000036"", ""s9EclzUqn9o_000157"", ""VeiJYltEZFc_000034""]","[""tapping guitar"", ""playing shofar"", ""playing djembe"", ""playing tympani""]"
144k,vggss,257,1VHm2PacRWc_000020,cow lowing,2.872506229323335e-05,5.580131255555898e-05,1.1996719877060968e-05,1.1996719877060968e-05,7.53586646169424e-05,4.121324673178606e-05,3.209921851521358e-05,4.507133053266443e-05,2.2150572476675734e-05,1.1996719877060968e-05,7.739559805486351e-06,3.3650740078883246e-05,0.0,0.09375,0.25,False,0.39695432782173157,"[2909, 3676, 168, 1448]","[""VimrLKGBCNE_000019"", ""e03gY44qb9g_000030"", ""0_B2YnBAz3A_000220"", ""E6QQRZHrx6s_000030""]","[""lions growling"", ""goat bleating"", ""people sneezing"", ""dog growling""]"
