scale,dataset,sample_id,sample_index,rank,candidate_index,candidate_id,candidate_label,distance,is_same_label,is_random4
10k,flickr,11314266424,85,4,183,3790233127,_,3.1964234494807897e-06,True,False
10k,flickr,11650557765,86,1,224,5991393107,_,8.118686878333392e-07,True,False
10k,flickr,11650557765,86,2,221,5801923729,_,9.882102176561602e-07,True,False
10k,flickr,11650557765,86,3,216,5480070309,_,1.0430716201881296e-06,True,False
10k,flickr,11650557765,86,4,130,16012165838,_,1.0576271733953035e-06,True,False
10k,flickr,11764496003,87,1,241,8250285374,_,5.155384315003175e-06,True,False
10k,flickr,11764496003,87,2,109,13660204414,_,6.3277284425566904e-06,True,False
10k,flickr,11764496003,87,3,138,17140316339,_,6.5478830038046e-06,True,False
10k,flickr,11764496003,87,4,172,3403348616,_,6.581087291124277e-06,True,True
10k,flickr,11765015695,88,1,232,6755812421,_,2.618707412693766e-06,True,False
10k,flickr,11765015695,88,2,38,10409146004,_,2.660260179254692e-06,True,False
10k,flickr,11765015695,88,3,182,3749326537,_,2.6627446914062602e-06,True,False
10k,flickr,11765015695,88,4,61,10659354545,_,2.747934331637225e-06,True,True
10k,flickr,11776645404,89,1,177,3568893693,_,4.5345484522840707e-07,True,False
10k,flickr,11776645404,89,2,214,5303633386,_,5.076049660601711e-07,True,False
10k,flickr,11776645404,89,3,114,14174434304,_,5.114671921546687e-07,True,True
10k,flickr,11776645404,89,4,115,14203929291,_,5.426113602879923e-07,True,False
10k,flickr,12015590114,90,1,73,10859255295,_,2.3158968360803556e-06,True,False
10k,flickr,12015590114,90,2,53,10548273474,_,2.3899242478364613e-06,True,False
10k,flickr,12015590114,90,3,242,8294094053,_,2.3999539280339377e-06,True,True
10k,flickr,12015590114,90,4,136,16804898716,_,2.464565113768913e-06,True,False
10k,flickr,12031178616,91,1,70,10796050285,_,1.709703838059795e-06,True,False
10k,flickr,12031178616,91,2,164,2961466546,_,2.1101327547512483e-06,True,False
10k,flickr,12031178616,91,3,111,13861270725,_,2.1330404251784785e-06,True,False
10k,flickr,12031178616,91,4,170,3207674548,_,2.2322312815958867e-06,True,False
10k,flickr,12048726756,92,1,105,13234495505,_,6.236036256268562e-07,True,False
10k,flickr,12048726756,92,2,196,4543136011,_,6.493460773526749e-07,True,False
10k,flickr,12048726756,92,3,220,5697766486,_,6.643966798947076e-07,True,False
10k,flickr,12048726756,92,4,111,13861270725,_,6.647794634773163e-07,True,False
10k,flickr,12066557153,93,1,126,15210828119,_,3.7293804666660435e-07,True,False
10k,flickr,12066557153,93,2,53,10548273474,_,3.818785501152888e-07,True,False
10k,flickr,12066557153,93,3,11,10067897816,_,4.549589789348829e-07,True,True
10k,flickr,12066557153,93,4,1,10007936344,_,4.6273760290205246e-07,True,False
10k,flickr,12103535156,94,1,208,5006362787,_,1.125077687902376e-06,True,False
10k,flickr,12103535156,94,2,207,4965189170,_,1.2469066632547765e-06,True,False
10k,flickr,12103535156,94,3,216,5480070309,_,1.2560094546643086e-06,True,False
10k,flickr,12103535156,94,4,46,10468313544,_,1.2863155234299484e-06,True,False
10k,flickr,12158276143,95,1,168,3109408703,_,5.147226602275623e-06,True,False
10k,flickr,12158276143,95,2,28,10234680056,_,5.349215825845022e-06,True,True
10k,flickr,12158276143,95,3,49,10477544895,_,5.4051188271841966e-06,True,False
10k,flickr,12158276143,95,4,78,10980225216,_,5.489246177603491e-06,True,False
10k,flickr,12328837165,96,1,24,10165890496,_,2.0104773739149095e-06,True,False
10k,flickr,12328837165,96,2,106,13409856383,_,2.024507921305485e-06,True,False
10k,flickr,12328837165,96,3,76,10952523225,_,2.031816393355257e-06,True,False
10k,flickr,12328837165,96,4,206,4957886467,_,2.032216116276686e-06,True,False
10k,flickr,12373955905,97,1,58,10624261424,_,9.193644245897303e-07,True,True
10k,flickr,12373955905,97,2,162,2907554899,_,9.89827526609588e-07,True,False
10k,flickr,12373955905,97,3,68,10771238614,_,1.0202594467045856e-06,True,False
10k,flickr,12373955905,97,4,229,6289328021,_,1.0342400855734013e-06,True,False
10k,flickr,12444360833,98,1,14,10080652613,_,1.168669200524164e-06,True,False
10k,flickr,12444360833,98,2,227,6158154336,_,1.2236702104928554e-06,True,False
10k,flickr,12444360833,98,3,15,10106776154,_,1.3428027614281746e-06,True,False
10k,flickr,12444360833,98,4,124,14899015793,_,1.3697389249500702e-06,True,False
10k,flickr,12512072175,99,1,77,10979853044,_,2.647519067977555e-06,True,True
10k,flickr,12512072175,99,2,179,3709678770,_,2.757042921075481e-06,True,False
10k,flickr,12512072175,99,3,136,16804898716,_,2.7838859750772826e-06,True,False
10k,flickr,12512072175,99,4,54,10549911663,_,2.8575445867318194e-06,True,True
10k,flickr,12534178685,100,1,189,4007045926,_,2.22990138354362e-06,True,False
10k,flickr,12534178685,100,2,81,11050409385,_,2.6508148494031047e-06,True,False
10k,flickr,12534178685,100,3,33,10289643764,_,2.746429572653142e-06,True,False
10k,flickr,12534178685,100,4,43,10441843213,_,2.9564835131168365e-06,True,False
10k,flickr,12598610153,101,1,183,3790233127,_,2.4095370463328436e-06,True,False
10k,flickr,12598610153,101,2,103,12729873904,_,2.4141199901350774e-06,True,True
10k,flickr,12598610153,101,3,245,9060997789,_,2.442906179567217e-06,True,False
10k,flickr,12598610153,101,4,153,2766580444,_,2.447732413202175e-06,True,False
10k,flickr,12599965145,102,1,154,2778088729,_,2.1662590370397083e-06,True,False
10k,flickr,12599965145,102,2,147,2499673064,_,2.2948986497794976e-06,True,False
10k,flickr,12599965145,102,3,206,4957886467,_,2.333567408641102e-06,True,False
10k,flickr,12599965145,102,4,224,5991393107,_,2.3391623926727334e-06,True,True
10k,flickr,12729873904,103,1,39,10409351364,_,1.5383888012365787e-06,True,False
10k,flickr,12729873904,103,2,136,16804898716,_,1.5434092119903653e-06,True,False
10k,flickr,12729873904,103,3,241,8250285374,_,1.6218484688579338e-06,True,False
10k,flickr,12729873904,103,4,211,5194793239,_,1.7445720459363656e-06,True,False
10k,flickr,13153991894,104,1,61,10659354545,_,1.9989668089692714e-06,True,False
10k,flickr,13153991894,104,2,79,11002352834,_,2.0742070319101913e-06,True,False
10k,flickr,13153991894,104,3,29,10246013484,_,2.139539674317348e-06,True,False
10k,flickr,13153991894,104,4,108,13579448834,_,2.1436767383420374e-06,True,True
10k,flickr,13234495505,105,1,102,12599965145,_,9.836027174969786e-07,True,False
10k,flickr,13234495505,105,2,168,3109408703,_,1.0870874120882945e-06,True,False
10k,flickr,13234495505,105,3,86,11650557765,_,1.1114841527160024e-06,True,False
10k,flickr,13234495505,105,4,127,15679023977,_,1.2214929938636487e-06,True,False
10k,flickr,13409856383,106,1,5,10016382545,_,5.114588930155151e-06,True,False
10k,flickr,13409856383,106,2,223,5906878321,_,5.206194146012422e-06,True,False
10k,flickr,13409856383,106,3,46,10468313544,_,5.358017006074078e-06,True,False
10k,flickr,13409856383,106,4,87,11764496003,_,5.471339591167634e-06,True,False
10k,flickr,13447842855,107,1,56,10557361454,_,4.046552476211218e-06,True,False
10k,flickr,13447842855,107,2,96,12328837165,_,4.203673142910702e-06,True,False
10k,flickr,13447842855,107,3,241,8250285374,_,4.3624463614833076e-06,True,False
10k,flickr,13447842855,107,4,197,4576746825,_,5.135611900186632e-06,True,False
10k,flickr,13579448834,108,1,160,2897081671,_,3.820857273240108e-06,True,False
10k,flickr,13579448834,108,2,225,6067281197,_,4.135555172979366e-06,True,False
10k,flickr,13579448834,108,3,154,2778088729,_,4.336425718065584e-06,True,True
10k,flickr,13579448834,108,4,159,2895192729,_,4.405594154377468e-06,True,False
10k,flickr,13660204414,109,1,239,7740990330,_,3.2111568089021603e-06,True,False
10k,flickr,13660204414,109,2,40,10413912845,_,3.580025804694742e-06,True,False
10k,flickr,13660204414,109,3,163,2935372113,_,3.603825007303385e-06,True,False
10k,flickr,13660204414,109,4,176,3535748358,_,3.745394451470929e-06,True,False
10k,flickr,13721325644,110,1,112,14062380939,_,1.2125694865972036e-06,True,False
10k,flickr,13721325644,110,2,201,4755507106,_,1.2363959740469e-06,True,False
10k,flickr,13721325644,110,3,225,6067281197,_,1.2718082871288061e-06,True,False
10k,flickr,13721325644,110,4,20,10119736773,_,1.2835225788876414e-06,True,False
10k,flickr,13861270725,111,1,44,10446128125,_,3.393738552404102e-06,True,True
10k,flickr,13861270725,111,2,48,10476446674,_,3.478505504972418e-06,True,True
10k,flickr,13861270725,111,3,175,3484198977,_,3.535518317221431e-06,True,False
10k,flickr,13861270725,111,4,35,10308472565,_,3.6860287764284294e-06,True,False
10k,flickr,14062380939,112,1,45,10451898725,_,6.918970484548481e-06,True,False
10k,flickr,14062380939,112,2,90,12015590114,_,7.85835709393723e-06,True,False
10k,flickr,14062380939,112,3,47,10476442285,_,7.903517143859062e-06,True,False
10k,flickr,14062380939,112,4,123,14778198185,_,7.904770427558105e-06,True,False
10k,flickr,14172932360,113,1,11,10067897816,_,3.6826959330937825e-06,True,False
10k,flickr,14172932360,113,2,232,6755812421,_,3.819134235527599e-06,True,False
10k,flickr,14172932360,113,3,222,5873098388,_,4.04117736252374e-06,True,False
10k,flickr,14172932360,113,4,117,14566072101,_,4.090843049198156e-06,True,False
10k,flickr,14174434304,114,1,173,3413119417,_,1.1270986988165532e-06,True,False
10k,flickr,14174434304,114,2,136,16804898716,_,1.1461221447461867e-06,True,False
10k,flickr,14174434304,114,3,43,10441843213,_,1.1828758488263702e-06,True,False
10k,flickr,14174434304,114,4,211,5194793239,_,1.191015371659887e-06,True,False
10k,flickr,14203929291,115,1,118,14648401332,_,4.664683274313575e-06,True,False
10k,flickr,14203929291,115,2,90,12015590114,_,4.895796791970497e-06,True,False
10k,flickr,14203929291,115,3,175,3484198977,_,4.992330104869325e-06,True,False
10k,flickr,14203929291,115,4,145,2462141223,_,5.1329975576663855e-06,True,False
10k,flickr,14414061986,116,1,46,10468313544,_,6.4668929553590715e-06,True,False
10k,flickr,14414061986,116,2,111,13861270725,_,7.450349585269578e-06,True,False
10k,flickr,14414061986,116,3,147,2499673064,_,7.7175263868412e-06,True,False
10k,flickr,14414061986,116,4,170,3207674548,_,7.815685421519447e-06,True,False
10k,flickr,14566072101,117,1,119,14652810592,_,4.150946324443794e-07,True,False
10k,flickr,14566072101,117,2,76,10952523225,_,4.5958290684211534e-07,True,False
10k,flickr,14566072101,117,3,168,3109408703,_,4.89193553221412e-07,True,False
10k,flickr,14566072101,117,4,34,10304554474,_,5.02982572925248e-07,True,False
10k,flickr,14648401332,118,1,232,6755812421,_,1.5066618743730942e-06,True,True
10k,flickr,14648401332,118,2,211,5194793239,_,1.8302182525076205e-06,True,False
10k,flickr,14648401332,118,3,87,11764496003,_,1.9679616798384814e-06,True,False
10k,flickr,14648401332,118,4,221,5801923729,_,1.990551027120091e-06,True,False
10k,flickr,14652810592,119,1,143,2404965389,_,1.070528128366277e-06,True,False
10k,flickr,14652810592,119,2,116,14414061986,_,1.1043840686397743e-06,True,False
10k,flickr,14652810592,119,3,17,10110769444,_,1.1293177522020414e-06,True,False
10k,flickr,14652810592,119,4,227,6158154336,_,1.1396440413591336e-06,True,False
10k,flickr,14678892718,120,1,5,10016382545,_,6.343375844153343e-06,True,False
10k,flickr,14678892718,120,2,124,14899015793,_,6.886232313263463e-06,True,False
10k,flickr,14678892718,120,3,239,7740990330,_,6.906321686983574e-06,True,False
10k,flickr,14678892718,120,4,59,10635080206,_,6.933126314834226e-06,True,False
10k,flickr,14680986811,121,1,70,10796050285,_,1.7373595255776308e-06,True,False
10k,flickr,14680986811,121,2,96,12328837165,_,1.7440049759898102e-06,True,True
10k,flickr,14680986811,121,3,161,2897653916,_,2.0201985080348095e-06,True,True
10k,flickr,14680986811,121,4,176,3535748358,_,2.115920096912305e-06,True,True
10k,flickr,14742398172,122,1,137,16950760048,_,1.3745572005063877e-06,True,False
10k,flickr,14742398172,122,2,35,10308472565,_,1.44509192523401e-06,True,False
10k,flickr,14742398172,122,3,69,10795023275,_,1.5034360103527433e-06,True,False
10k,flickr,14742398172,122,4,178,3668283413,_,1.525365405541379e-06,True,False
10k,flickr,14778198185,123,1,2,10008553263,_,4.091786649951246e-06,True,False
10k,flickr,14778198185,123,2,136,16804898716,_,4.250760866852943e-06,True,False
10k,flickr,14778198185,123,3,51,10520382525,_,4.4402618186722975e-06,True,False
10k,flickr,14778198185,123,4,66,10751849775,_,4.5934452828078065e-06,True,False
10k,flickr,14899015793,124,1,39,10409351364,_,1.8295877453056164e-06,True,False
10k,flickr,14899015793,124,2,153,2766580444,_,1.8702618262977921e-06,True,False
10k,flickr,14899015793,124,3,130,16012165838,_,1.8728715076576918e-06,True,False
10k,flickr,14899015793,124,4,241,8250285374,_,1.9027338566957042e-06,True,True
10k,flickr,15135657108,125,1,78,10980225216,_,1.4362327647177153e-06,True,False
10k,flickr,15135657108,125,2,224,5991393107,_,1.532614192001347e-06,True,False
10k,flickr,15135657108,125,3,161,2897653916,_,1.6042057495724293e-06,True,False
10k,flickr,15135657108,125,4,193,4351373013,_,1.6092443502202514e-06,True,False
10k,flickr,15210828119,126,1,224,5991393107,_,2.791928864098736e-06,True,False
10k,flickr,15210828119,126,2,154,2778088729,_,3.0337951102410443e-06,True,False
10k,flickr,15210828119,126,3,190,4041216001,_,3.1631229830964003e-06,True,False
10k,flickr,15210828119,126,4,169,3202731977,_,3.222843588446267e-06,True,False
10k,flickr,15679023977,127,1,216,5480070309,_,5.872861947864294e-06,True,True
10k,flickr,15679023977,127,2,236,7560517176,_,5.899811185372528e-06,True,False
10k,flickr,15679023977,127,3,116,14414061986,_,5.975738531560637e-06,True,False
10k,flickr,15679023977,127,4,196,4543136011,_,6.069164101063507e-06,True,False
10k,flickr,15799251138,128,1,211,5194793239,_,7.095938485690567e-07,True,False
10k,flickr,15799251138,128,2,236,7560517176,_,7.895579301475664e-07,True,False
10k,flickr,15799251138,128,3,46,10468313544,_,8.729737714929797e-07,True,False
10k,flickr,15799251138,128,4,241,8250285374,_,9.70096152741462e-07,True,True
10k,flickr,15994498891,129,1,16,10109936483,_,2.2890233140060445e-06,True,False
10k,flickr,15994498891,129,2,42,10440265465,_,2.393170916548115e-06,True,False
10k,flickr,15994498891,129,3,191,4180455681,_,2.407633473922033e-06,True,False
10k,flickr,15994498891,129,4,127,15679023977,_,2.4095108983601676e-06,True,False
10k,flickr,16012165838,130,1,247,9456627660,_,5.2717300604854245e-06,True,False
10k,flickr,16012165838,130,2,208,5006362787,_,5.321484877640614e-06,True,False
10k,flickr,16012165838,130,3,1,10007936344,_,5.794919616164407e-06,True,False
10k,flickr,16012165838,130,4,245,9060997789,_,5.916202098887879e-06,True,True
10k,flickr,16101081359,131,1,78,10980225216,_,5.2531172514136415e-06,True,False
10k,flickr,16101081359,131,2,165,3012435981,_,5.5826467360020615e-06,True,False
10k,flickr,16101081359,131,3,201,4755507106,_,5.920255716773681e-06,True,True
10k,flickr,16101081359,131,4,111,13861270725,_,5.947752924839733e-06,True,False
10k,flickr,16369370669,132,1,6,10031203703,_,2.0268319644856092e-07,True,False
10k,flickr,16369370669,132,2,205,4938432980,_,2.4676469934092893e-07,True,True
10k,flickr,16369370669,132,3,50,10481128583,_,2.685612514596869e-07,True,False
10k,flickr,16369370669,132,4,39,10409351364,_,2.808537260534649e-07,True,False
10k,flickr,16419739420,133,1,90,12015590114,_,9.360250601275766e-07,True,False
10k,flickr,16419739420,133,2,102,12599965145,_,9.682954669187893e-07,True,False
10k,flickr,16419739420,133,3,64,10701841844,_,9.955190307664452e-07,True,False
10k,flickr,16419739420,133,4,123,14778198185,_,1.0059591204480967e-06,True,False
10k,flickr,16563757295,134,1,241,8250285374,_,1.0132170018550823e-06,True,False
10k,flickr,16563757295,134,2,193,4351373013,_,1.2393509223329602e-06,True,False
10k,flickr,16563757295,134,3,201,4755507106,_,1.2563922382469173e-06,True,True
10k,flickr,16563757295,134,4,208,5006362787,_,1.2603240975295193e-06,True,False
10k,flickr,16659090834,135,1,147,2499673064,_,3.1986854764909367e-07,True,False
10k,flickr,16659090834,135,2,87,11764496003,_,3.250489726269734e-07,True,True
10k,flickr,16659090834,135,3,85,11314266424,_,3.313797947157582e-07,True,False
10k,flickr,16659090834,135,4,168,3109408703,_,3.433842437061685e-07,True,False
10k,flickr,16804898716,136,1,158,2858344348,_,7.328870879064198e-07,True,True
10k,flickr,16804898716,136,2,104,13153991894,_,7.372036634478718e-07,True,False
10k,flickr,16804898716,136,3,183,3790233127,_,7.51220852635015e-07,True,False
10k,flickr,16804898716,136,4,182,3749326537,_,7.711487342021428e-07,True,False
10k,flickr,16950760048,137,1,138,17140316339,_,1.1036261184926843e-06,True,False
10k,flickr,16950760048,137,2,111,13861270725,_,1.2399680144881131e-06,True,False
10k,flickr,16950760048,137,3,179,3709678770,_,1.2851761539423023e-06,True,False
10k,flickr,16950760048,137,4,181,3727937033,_,1.2854300166509347e-06,True,True
10k,flickr,17140316339,138,1,237,7623513024,_,6.988263976381859e-07,True,False
10k,flickr,17140316339,138,2,140,19306860381,_,7.056059985188767e-07,True,False
10k,flickr,17140316339,138,3,154,2778088729,_,7.559322057204554e-07,True,False
10k,flickr,17140316339,138,4,62,10666396623,_,7.570218940600171e-07,True,False
10k,flickr,17537079145,139,1,19,10119607346,_,9.345189369014406e-07,True,False
10k,flickr,17537079145,139,2,94,12103535156,_,1.0318416343579884e-06,True,False
10k,flickr,17537079145,139,3,100,12534178685,_,1.0585869176793494e-06,True,False
10k,flickr,17537079145,139,4,206,4957886467,_,1.156915118372126e-06,True,False
10k,flickr,19306860381,140,1,56,10557361454,_,3.5991790809930535e-06,True,True
10k,flickr,19306860381,140,2,193,4351373013,_,4.19316074840026e-06,True,False
10k,flickr,19306860381,140,3,76,10952523225,_,4.219078618916683e-06,True,False
10k,flickr,19306860381,140,4,161,2897653916,_,4.352205905888695e-06,True,False
10k,flickr,20854461578,141,1,165,3012435981,_,1.0943293773379992e-06,True,True
10k,flickr,20854461578,141,2,176,3535748358,_,1.1804257837866317e-06,True,False
10k,flickr,20854461578,141,3,163,2935372113,_,1.2198705690025236e-06,True,False
10k,flickr,20854461578,141,4,70,10796050285,_,1.2749021607305622e-06,True,False
10k,flickr,2401957951,142,1,70,10796050285,_,3.557448508217931e-06,True,False
10k,flickr,2401957951,142,2,105,13234495505,_,3.569133923519985e-06,True,False
10k,flickr,2401957951,142,3,4,10013411946,_,3.821562586381333e-06,True,True
10k,flickr,2401957951,142,4,51,10520382525,_,3.841595571429934e-06,True,False
10k,flickr,2404965389,143,1,16,10109936483,_,5.988333668938139e-07,True,False
10k,flickr,2404965389,143,2,210,5179649119,_,6.185860002005938e-07,True,False
10k,flickr,2404965389,143,3,19,10119607346,_,6.57272721582558e-07,True,False
10k,flickr,2404965389,143,4,32,10283938426,_,6.814702828705776e-07,True,False
10k,flickr,2432219254,144,1,187,3908875350,_,6.995332569204038e-06,True,False
10k,flickr,2432219254,144,2,35,10308472565,_,7.2189918682852294e-06,True,False
10k,flickr,2432219254,144,3,33,10289643764,_,7.3792202783806715e-06,True,False
10k,flickr,2432219254,144,4,230,6458319057,_,7.808140253473539e-06,True,False
10k,flickr,2462141223,145,1,178,3668283413,_,4.797354904439999e-06,True,False
10k,flickr,2462141223,145,2,75,10939270325,_,5.053725544712506e-06,True,False
10k,flickr,2462141223,145,3,174,3416359816,_,5.104090632812586e-06,True,False
10k,flickr,2462141223,145,4,29,10246013484,_,5.107737706566695e-06,True,False
10k,flickr,2465634368,146,1,108,13579448834,_,9.737249229146983e-07,True,False
10k,flickr,2465634368,146,2,194,4407899725,_,1.0780240700114518e-06,True,False
10k,flickr,2465634368,146,3,154,2778088729,_,1.0816826261361712e-06,True,True
10k,flickr,2465634368,146,4,165,3012435981,_,1.0866021966648987e-06,True,False
10k,flickr,2499673064,147,1,116,14414061986,_,3.7397696814878145e-06,True,False
10k,flickr,2499673064,147,2,134,16563757295,_,4.084087777300738e-06,True,False
10k,flickr,2499673064,147,3,165,3012435981,_,4.342326974438038e-06,True,True
10k,flickr,2499673064,147,4,0,10000130166,_,4.368092959339265e-06,True,False
10k,flickr,2509250774,148,1,206,4957886467,_,3.3298001653747633e-06,True,False
10k,flickr,2509250774,148,2,135,16659090834,_,3.395182602616842e-06,True,False
10k,flickr,2509250774,148,3,72,10847897294,_,3.416949311940698e-06,True,False
10k,flickr,2509250774,148,4,185,3828103578,_,3.657752131402958e-06,True,True
10k,flickr,2542659118,149,1,239,7740990330,_,5.1486867960193194e-06,True,True
10k,flickr,2542659118,149,2,216,5480070309,_,5.492937361850636e-06,True,False
10k,flickr,2542659118,149,3,136,16804898716,_,5.4975216698949225e-06,True,False
10k,flickr,2542659118,149,4,247,9456627660,_,5.623610832117265e-06,True,False
10k,flickr,2630218696,150,1,223,5906878321,_,2.154652975150384e-06,True,False
10k,flickr,2630218696,150,2,78,10980225216,_,2.186048959629261e-06,True,False
10k,flickr,2630218696,150,3,244,8396975855,_,2.2501551484310767e-06,True,False
10k,flickr,2630218696,150,4,211,5194793239,_,2.258293989143567e-06,True,False
10k,flickr,2695985181,151,1,51,10520382525,_,5.332503860699944e-06,True,True
10k,flickr,2695985181,151,2,174,3416359816,_,5.357665941119194e-06,True,False
10k,flickr,2695985181,151,3,247,9456627660,_,5.8628511396818794e-06,True,False
10k,flickr,2695985181,151,4,2,10008553263,_,5.975998647045344e-06,True,True
10k,flickr,2698329253,152,1,235,7387939334,_,2.4189068881241838e-06,True,False
10k,flickr,2698329253,152,2,167,3102685146,_,2.425405000394676e-06,True,False
10k,flickr,2698329253,152,3,126,15210828119,_,2.4350931653316366e-06,True,True
10k,flickr,2698329253,152,4,205,4938432980,_,2.462412112436141e-06,True,False
10k,flickr,2766580444,153,1,211,5194793239,_,6.640988885919796e-06,True,False
10k,flickr,2766580444,153,2,159,2895192729,_,6.863032467663288e-06,True,False
10k,flickr,2766580444,153,3,216,5480070309,_,7.033896963548614e-06,True,False
10k,flickr,2766580444,153,4,138,17140316339,_,7.24025539966533e-06,True,False
10k,flickr,2778088729,154,1,140,19306860381,_,2.3787708869349444e-06,True,False
10k,flickr,2778088729,154,2,57,10610974774,_,2.7399396458349656e-06,True,False
10k,flickr,2778088729,154,3,18,10111706074,_,2.843975153155043e-06,True,True
10k,flickr,2778088729,154,4,91,12031178616,_,3.0248240818764316e-06,True,False
10k,flickr,2808068937,155,1,204,4876943924,_,2.199957634729799e-06,True,False
10k,flickr,2808068937,155,2,77,10979853044,_,2.2629085378866876e-06,True,True
10k,flickr,2808068937,155,3,68,10771238614,_,2.3871141365816584e-06,True,True
10k,flickr,2808068937,155,4,46,10468313544,_,2.3987047370610526e-06,True,False
10k,flickr,2811549163,156,1,56,10557361454,_,2.358403889957117e-06,True,False
10k,flickr,2811549163,156,2,161,2897653916,_,2.9828759124939097e-06,True,False
10k,flickr,2811549163,156,3,222,5873098388,_,3.0324260933412006e-06,True,False
10k,flickr,2811549163,156,4,177,3568893693,_,3.1032807328301715e-06,True,False
10k,flickr,2819123278,157,1,165,3012435981,_,1.7813189288062858e-06,True,False
10k,flickr,2819123278,157,2,154,2778088729,_,1.8680422044781153e-06,True,False
10k,flickr,2819123278,157,3,205,4938432980,_,1.8711368738877354e-06,True,False
10k,flickr,2819123278,157,4,176,3535748358,_,1.8808322010954726e-06,True,False
10k,flickr,2858344348,158,1,114,14174434304,_,3.0236074621825537e-07,True,False
10k,flickr,2858344348,158,2,118,14648401332,_,3.522372935549356e-07,True,False
10k,flickr,2858344348,158,3,227,6158154336,_,3.708928204559925e-07,True,False
10k,flickr,2858344348,158,4,36,10369815925,_,4.17791341078555e-07,True,False
10k,flickr,2895192729,159,1,136,16804898716,_,5.548949047806673e-06,True,False
10k,flickr,2895192729,159,2,207,4965189170,_,5.703052465833025e-06,True,True
10k,flickr,2895192729,159,3,196,4543136011,_,5.996118488837965e-06,True,False
10k,flickr,2895192729,159,4,78,10980225216,_,6.710038633173099e-06,True,False
10k,flickr,2897081671,160,1,184,3801318146,_,2.5769820695131784e-06,True,False
10k,flickr,2897081671,160,2,17,10110769444,_,2.808339331750176e-06,True,False
10k,flickr,2897081671,160,3,135,16659090834,_,2.8286949600442313e-06,True,False
10k,flickr,2897081671,160,4,57,10610974774,_,2.92462596007681e-06,True,False
10k,flickr,2897653916,161,1,13,10079676496,_,2.677547854545992e-06,True,True
10k,flickr,2897653916,161,2,20,10119736773,_,2.7139608391735237e-06,True,False
10k,flickr,2897653916,161,3,201,4755507106,_,2.7455566851131152e-06,True,False
10k,flickr,2897653916,161,4,126,15210828119,_,2.8595561616384657e-06,True,False
10k,flickr,2907554899,162,1,216,5480070309,_,3.6131796150584705e-06,True,False
10k,flickr,2907554899,162,2,95,12158276143,_,3.8031892017897917e-06,True,False
10k,flickr,2907554899,162,3,26,10202025415,_,3.858206127915764e-06,True,False
10k,flickr,2907554899,162,4,192,4303617148,_,4.025730049761478e-06,True,False
10k,flickr,2935372113,163,1,136,16804898716,_,8.328883041031077e-07,True,True
10k,flickr,2935372113,163,2,70,10796050285,_,8.433460720880248e-07,True,False
10k,flickr,2935372113,163,3,165,3012435981,_,8.545731020603853e-07,True,False
10k,flickr,2935372113,163,4,203,4767923306,_,8.57789643760043e-07,True,False
10k,flickr,2961466546,164,1,235,7387939334,_,4.031152798233961e-07,True,False
10k,flickr,2961466546,164,2,12,10069511285,_,4.7285374193961616e-07,True,False
10k,flickr,2961466546,164,3,33,10289643764,_,4.77452601899131e-07,True,False
10k,flickr,2961466546,164,4,192,4303617148,_,4.925261691823835e-07,True,False
10k,flickr,3012435981,165,1,43,10441843213,_,1.1811359854618786e-06,True,False
10k,flickr,3012435981,165,2,118,14648401332,_,1.191360865959723e-06,True,False
10k,flickr,3012435981,165,3,47,10476442285,_,1.333006366621703e-06,True,False
10k,flickr,3012435981,165,4,27,10221582415,_,1.3367982774070697e-06,True,True
10k,flickr,3052033339,166,1,36,10369815925,_,1.2312731314523262e-06,True,False
10k,flickr,3052033339,166,2,53,10548273474,_,1.2372726132525713e-06,True,False
10k,flickr,3052033339,166,3,203,4767923306,_,1.2579112080857158e-06,True,False
10k,flickr,3052033339,166,4,81,11050409385,_,1.2803318441001466e-06,True,True
10k,flickr,3102685146,167,1,122,14742398172,_,3.097897661064053e-06,True,False
10k,flickr,3102685146,167,2,2,10008553263,_,3.145727305309265e-06,True,True
10k,flickr,3102685146,167,3,28,10234680056,_,3.161221684422344e-06,True,False
10k,flickr,3102685146,167,4,177,3568893693,_,3.233762072341051e-06,True,False
10k,flickr,3109408703,168,1,231,6669466181,_,5.8542436818243004e-06,True,False
10k,flickr,3109408703,168,2,113,14172932360,_,6.309699529083446e-06,True,False
10k,flickr,3109408703,168,3,105,13234495505,_,6.321691671473673e-06,True,False
10k,flickr,3109408703,168,4,136,16804898716,_,6.347040653054137e-06,True,False
10k,flickr,3202731977,169,1,88,11765015695,_,2.9609848297695862e-06,True,False
10k,flickr,3202731977,169,2,248,9636000842,_,4.025073849334149e-06,True,False
10k,flickr,3202731977,169,3,141,20854461578,_,4.205655841360567e-06,True,False
10k,flickr,3202731977,169,4,68,10771238614,_,4.350437393441098e-06,True,False
10k,flickr,3207674548,170,1,192,4303617148,_,1.3029019783061813e-06,True,False
10k,flickr,3207674548,170,2,206,4957886467,_,1.3409369330474874e-06,True,False
10k,flickr,3207674548,170,3,150,2630218696,_,1.3523851976060541e-06,True,True
10k,flickr,3207674548,170,4,193,4351373013,_,1.389483031744021e-06,True,False
10k,flickr,3230152596,171,1,227,6158154336,_,4.851750418310985e-06,True,False
10k,flickr,3230152596,171,2,183,3790233127,_,4.872683348366991e-06,True,False
10k,flickr,3230152596,171,3,206,4957886467,_,4.8836905079951975e-06,True,True
